Customer_ID,Age,Income,Loan_Amount,Credit_Score,Loan_Term,Default_Status
CUST102504,28,43654,42823,739,180,No
CUST102505,35,80695,45727,766,120,No
CUST102506,37,27452,32336,751,36,Yes
CUST102507,43,55967,35507,689,360,No
CUST102508,44,61763,21645,631,84,No
CUST102509,65,111871,74502,674,60,No
CUST102510,39,63130,55494,712,36,No
CUST102511,25,15000,15483,744,60,No
CUST102512,52,20028,13194,703,36,No
CUST102513,64,70851,56228,653,60,No
CUST102514,21,85344,39885,719,60,No
CUST102515,43,79386,67154,740,120,No
CUST102516,57,74189,87986,707,36,No
CUST102517,28,99056,24670,621,180,No
CUST102518,33,56510,61400,667,48,Yes
CUST102519,28,92373,70414,746,60,No
CUST102520,43,29200,13201,583,120,Yes
CUST102521,63,47376,54714,533,72,No
CUST102522,21,24824,16964,786,48,No
CUST102523,65,63129,33565,716,60,No
CUST102524,44,68843,26263,722,48,No
CUST102525,55,72853,32380,605,72,No
CUST102526,44,71547,73897,732,48,No
CUST102527,37,46811,38123,699,120,No
CUST102528,25,65244,72633,569,72,No
CUST102529,40,32564,14067,780,36,No
CUST102530,41,104081,33424,691,48,No
CUST102531,60,62409,12862,652,36,No
CUST102532,51,57778,40899,654,60,No
CUST102533,56,109724,131483,539,60,Yes
CUST102534,31,38944,34854,722,60,Yes
CUST102535,35,41860,21281,698,120,No
CUST102536,39,42594,45868,666,36,No
CUST102537,27,68303,67055,769,240,No
CUST102538,48,80791,17404,583,48,No
CUST102539,63,88492,89984,638,48,No
CUST102540,25,134300,67221,620,84,No
CUST102541,25,15000,5245,660,180,No
CUST102542,50,85218,36331,685,60,No
CUST102543,52,56072,37489,710,120,No
CUST102544,28,55340,34580,656,180,No
CUST102545,30,54506,26647,619,120,No
CUST102546,58,47281,17599,798,12,No
CUST102547,52,112113,107879,849,180,No
CUST102548,48,91057,108368,690,120,No
CUST102549,37,70580,69013,627,84,No
CUST102550,51,103775,51466,783,120,No
CUST102551,28,32187,14317,579,360,Yes
CUST102552,60,36732,15342,657,60,No
CUST102553,45,15551,5236,631,24,No
CUST102554,29,52515,39456,599,60,Yes
CUST102555,22,74042,59633,660,12,No
CUST102556,35,72571,65713,620,48,No
CUST102557,23,73734,64902,681,72,Yes
CUST102558,56,34724,17096,682,48,No
CUST102559,24,90079,47770,637,84,No
CUST102560,34,75991,66987,654,180,No
CUST102561,61,88326,48531,664,60,Yes
CUST102562,61,22681,9359,737,240,No
CUST102563,45,77787,44676,670,24,No
CUST102564,30,40306,19028,738,180,No
CUST102565,41,60067,17318,721,180,No
CUST102566,56,83359,85871,720,48,No
CUST102567,32,72277,76116,777,48,No
CUST102568,47,48712,20447,602,48,No
CUST102569,60,70157,18576,647,180,No
CUST102570,22,31712,29772,803,180,Yes
CUST102571,33,98757,40641,662,48,No
CUST102572,52,64868,38495,483,72,No
CUST102573,51,97964,25876,666,36,No
CUST102574,36,56837,24228,689,60,No
CUST102575,52,56911,56507,497,360,Yes
CUST102576,52,50895,51119,773,36,No
CUST102577,54,91904,37413,630,240,No
CUST102578,31,52264,28009,703,180,No
CUST102579,30,86115,28783,664,360,No
CUST102580,35,60439,16571,590,36,No
CUST102581,37,20601,24560,605,36,Yes
CUST102582,60,55742,47693,615,12,No
CUST102583,38,40522,30071,756,120,No
CUST102584,29,70848,68404,670,84,No
CUST102585,45,40240,41853,643,36,No
CUST102586,60,93149,93774,615,120,No
CUST102587,34,67723,14665,764,48,No
CUST102588,45,65560,25359,782,36,No
CUST102589,42,86397,73861,763,60,No
CUST102590,50,94098,54178,714,24,No
CUST102591,40,69498,82180,700,36,No
CUST102592,41,50720,43893,595,60,No
CUST102593,64,25651,29667,663,180,No
CUST102594,52,52849,21216,632,120,No
CUST102595,41,54570,58060,552,60,Yes
CUST102596,55,72676,37890,754,120,No
CUST102597,52,61371,73005,631,72,No
CUST102598,50,87198,31190,764,48,No
CUST102599,59,54675,39166,742,120,No
CUST102600,32,68574,68083,719,84,No
CUST102601,61,99600,63011,723,72,No
CUST102602,38,78546,52475,637,72,No
CUST102603,41,68499,81264,810,84,No
CUST102604,33,54951,34361,683,60,No
CUST102605,41,54169,43556,701,180,No
CUST102606,28,48735,12405,635,36,No
CUST102607,60,56475,58859,615,180,Yes
CUST102608,27,88892,75395,713,48,No
CUST102609,43,64453,38931,695,24,No
CUST102610,64,36256,7837,625,72,No
CUST102611,52,114204,90412,579,60,Yes
CUST102612,31,77999,16587,591,180,No
CUST102613,42,34826,7007,764,60,No
CUST102614,42,58954,48112,637,84,No
CUST102615,63,72772,28310,656,48,No
CUST102616,45,112615,44132,782,36,No
CUST102617,42,42297,36091,601,60,No
CUST102618,48,94401,23949,629,72,No
CUST102619,49,104987,53901,626,84,No
CUST102620,33,54284,18969,793,72,No
CUST102621,38,63062,49199,820,360,No
CUST102622,22,44092,37997,733,84,Yes
CUST102623,49,64913,59794,735,240,No
CUST102624,41,69085,31450,639,24,No
CUST102625,35,86491,25018,816,24,No
CUST102626,47,97255,27103,699,48,No
CUST102627,51,51298,32120,740,36,No
CUST102628,35,20817,23853,673,60,No
CUST102629,43,69469,29019,661,60,No
CUST102630,44,77338,35323,796,72,No
CUST102631,64,76235,22938,718,120,No
CUST102632,33,61833,49811,782,360,No
CUST102633,42,73119,64335,698,180,Yes
CUST102634,63,107886,90940,621,24,No
CUST102635,57,79543,84405,639,48,No
CUST102636,53,60666,41643,687,36,No
CUST102637,23,57495,19230,636,36,No
CUST102638,39,65754,32180,602,60,No
CUST102639,43,110918,95659,764,60,No
CUST102640,49,65417,53192,642,36,Yes
CUST102641,50,69505,50808,690,120,No
CUST102642,59,57942,51161,701,120,No
CUST102643,64,97475,81625,639,12,No
CUST102644,45,118996,128673,782,60,No
CUST102645,57,81265,63876,602,180,No
CUST102646,28,72069,70527,698,60,No
CUST102647,62,70920,31822,697,48,No
CUST102648,36,15000,13173,676,36,No
CUST102649,28,88629,97686,589,36,Yes
CUST102650,21,73354,42966,741,24,No
CUST102651,64,80709,79023,732,180,Yes
CUST102652,25,52213,48286,633,24,Yes
CUST102653,23,60389,15673,730,48,No
CUST102654,21,59724,46675,706,12,No
CUST102655,24,95541,31547,590,120,Yes
CUST102656,60,60531,70659,620,12,No
CUST102657,55,122067,123459,760,48,No
CUST102658,52,80772,25017,702,72,No
CUST102659,62,38108,12261,640,60,No
CUST102660,54,66786,53060,620,48,No
CUST102661,63,53708,29265,644,36,No
CUST102662,45,15140,5000,649,120,Yes
CUST102663,30,109987,81571,621,360,No
CUST102664,41,87579,51483,558,48,No
CUST102665,59,83330,25089,760,12,No
CUST102666,47,74135,74277,748,12,No
CUST102667,47,35450,39529,591,120,Yes
CUST102668,22,57910,55396,690,60,No
CUST102669,61,91045,93086,617,120,No
CUST102670,33,43719,18209,662,84,No
CUST102671,29,15000,6954,656,240,No
CUST102672,56,64322,26277,650,180,No
CUST102673,42,66456,64134,820,120,No
CUST102674,62,73389,84244,649,60,No
CUST102675,46,88213,80877,623,48,No
CUST102676,32,85940,92941,627,60,No
CUST102677,37,76469,64134,753,60,Yes
CUST102678,34,99888,58700,564,72,No
CUST102679,34,32026,20041,627,36,No
CUST102680,54,82615,22746,781,84,No
CUST102681,40,85663,19827,697,60,No
CUST102682,31,39011,34933,693,72,No
CUST102683,36,32428,20703,829,36,No
CUST102684,51,51351,38627,697,60,No
CUST102685,26,53461,40505,630,36,No
CUST102686,39,88835,42408,660,180,No
CUST102687,57,54637,36929,601,60,No
CUST102688,24,48591,32593,768,36,No
CUST102689,24,54709,32192,720,12,No
CUST102690,40,97966,99991,759,84,No
CUST102691,30,70326,45794,765,36,No
CUST102692,44,65519,52654,651,360,Yes
CUST102693,55,67250,73674,614,60,No
CUST102694,46,102302,109078,676,48,No
CUST102695,57,51271,55907,619,84,No
CUST102696,58,102888,48358,692,36,Yes
CUST102697,41,75262,17685,759,180,No
CUST102698,60,65990,30426,668,48,No
CUST102699,59,132523,63440,690,360,No
CUST102700,41,43609,48378,673,72,No
CUST102701,30,61158,51938,736,180,No
CUST102702,58,39189,11040,633,24,No
CUST102703,24,93812,31463,526,48,Yes
CUST102704,65,112230,39918,713,120,No
CUST102705,40,111748,92798,749,84,Yes
CUST102706,37,100599,94102,711,36,No
CUST102707,27,65059,68939,635,48,No
CUST102708,24,60869,69429,601,36,No
CUST102709,49,28221,11337,715,72,No
CUST102710,34,120897,61630,690,48,Yes
CUST102711,23,81724,35985,671,48,No
CUST102712,44,57701,32241,808,36,No
CUST102713,57,103201,115035,614,60,No
CUST102714,36,45681,35408,804,36,No
CUST102715,24,80166,75211,682,360,Yes
CUST102716,44,65684,45330,552,36,No
CUST102717,54,85967,19674,667,240,No
CUST102718,50,68411,18074,747,60,No
CUST102719,38,33727,24888,654,60,No
CUST102720,39,71889,66051,577,36,Yes
CUST102721,51,96222,39964,668,72,No
CUST102722,39,69270,63861,620,84,Yes
CUST102723,39,89378,90331,714,60,Yes
CUST102724,42,43862,26839,734,24,No
CUST102725,44,69343,65628,606,240,Yes
CUST102726,65,54387,32851,631,360,No
CUST102727,32,88675,77888,733,60,No
CUST102728,50,70787,68238,620,72,No
CUST102729,58,87252,103998,604,60,No
CUST102730,51,97193,53009,597,48,No
CUST102731,56,87290,53338,705,24,Yes
CUST102732,39,76828,28090,702,60,No
CUST102733,65,45045,18201,632,180,No
CUST102734,56,69930,62475,680,12,Yes
CUST102735,50,56673,63306,787,72,No
CUST102736,53,61398,36508,612,180,No
CUST102737,38,60637,23033,543,36,Yes
CUST102738,48,45502,22073,712,36,No
CUST102739,31,21067,13800,672,120,No
CUST102740,65,53296,26150,630,36,No
CUST102741,53,74834,32446,726,36,No
CUST102742,37,36296,33972,739,60,No
CUST102743,26,70392,14631,525,60,No
CUST102744,24,117507,86865,634,180,No
CUST102745,40,95576,94980,842,72,No
CUST102746,47,111089,51793,721,60,No
CUST102747,35,79778,64085,727,60,No
CUST102748,26,99188,86184,762,360,No
CUST102749,34,51901,44377,681,24,No
CUST102750,31,53891,34805,736,36,No
CUST102751,59,15000,8199,730,360,No
CUST102752,29,99654,103234,718,360,No
CUST102753,46,108508,103999,657,36,Yes
CUST102754,36,56171,29279,692,36,No
CUST102755,25,63651,19287,639,60,No
CUST102756,30,51153,13904,681,12,No
CUST102757,23,79566,23414,598,84,No
CUST102758,33,98123,76817,625,24,No
CUST102759,63,26431,6652,660,24,Yes
CUST102760,50,80236,43081,614,60,No
CUST102761,65,63083,60131,645,360,No
CUST102762,26,72835,36006,669,60,No
CUST102763,37,81475,78486,708,48,No
CUST102764,65,65295,61734,746,360,No
CUST102765,39,67410,30053,648,60,No
CUST102766,62,64653,60051,773,60,Yes
CUST102767,55,94258,89336,746,60,Yes
CUST102768,46,80469,48077,715,36,No
CUST102769,25,75515,30993,691,60,No
CUST102770,49,38226,27571,702,60,No
CUST102771,57,60536,67885,763,36,Yes
CUST102772,40,92467,77637,766,36,Yes
CUST102773,41,70942,26456,773,48,No
CUST102774,30,86488,76348,683,60,No
CUST102775,25,114163,71603,719,24,No
CUST102776,56,95965,75959,774,36,No
CUST102777,26,72329,67560,636,240,Yes
CUST102778,46,57225,40913,658,60,No
CUST102779,24,15000,15210,681,24,Yes
CUST102780,59,65790,60669,743,84,No
CUST102781,59,61850,50412,744,24,No
CUST102782,55,79759,27979,664,120,No
CUST102783,21,66152,68530,574,120,Yes
CUST102784,44,61990,70415,697,84,No
CUST102785,56,25515,8598,616,120,Yes
CUST102786,26,46501,32004,576,24,No
CUST102787,61,81916,37590,592,120,No
CUST102788,64,112898,107764,703,36,No
CUST102789,51,67562,62267,775,48,No
CUST102790,40,78195,26656,683,240,No
CUST102791,44,93812,101038,695,60,No
CUST102792,45,49728,18945,763,360,No
CUST102793,56,79170,78953,572,24,No
CUST102794,41,51488,33827,716,60,No
CUST102795,50,91621,48401,679,24,Yes
CUST102796,44,73785,26433,720,72,No
CUST102797,64,77461,28476,646,24,No
CUST102798,62,50435,43469,623,36,Yes
CUST102799,50,87676,65795,690,36,No
CUST102800,42,122118,39332,795,120,No
CUST102801,48,44802,14009,740,36,No
CUST102802,27,61506,16749,644,180,No
CUST102803,55,75790,71528,586,36,No
CUST102804,48,89660,81759,562,12,No
CUST102805,34,56011,14475,772,60,No
CUST102806,30,15000,11404,613,360,Yes
CUST102807,36,103980,29601,657,24,No
CUST102808,36,89013,98248,772,24,No
CUST102809,51,26426,29257,567,120,Yes
CUST102810,62,54811,49233,784,48,No
CUST102811,45,109205,122985,662,120,No
CUST102812,33,106195,107411,600,36,No
CUST102813,26,93466,96133,663,60,No
CUST102814,64,65597,50491,629,36,No
CUST102815,29,72075,36474,711,60,No
CUST102816,65,66727,27878,635,120,No
CUST102817,56,98206,51774,546,120,Yes
CUST102818,63,48104,39854,665,60,No
CUST102819,40,49855,18579,585,240,No
CUST102820,38,95257,43689,694,36,No
CUST102821,63,68891,46023,597,36,No
CUST102822,41,104462,45237,646,72,No
CUST102823,24,53212,41965,693,72,No
CUST102824,53,68631,77085,665,12,No
CUST102825,47,46940,44503,698,72,No
CUST102826,27,70184,60809,728,60,No
CUST102827,26,33036,25858,599,120,No
CUST102828,35,57809,39770,675,180,No
CUST102829,38,34094,13180,447,60,No
CUST102830,52,87348,95621,697,12,No
CUST102831,31,87915,39433,659,72,No
CUST102832,40,26743,7790,611,120,No
CUST102833,44,103347,98181,702,36,No
CUST102834,35,132435,49745,762,60,No
CUST102835,27,71150,40690,647,360,No
CUST102836,41,53972,12321,614,48,No
CUST102837,62,140608,47394,692,36,Yes
CUST102838,46,37026,13818,587,36,No
CUST102839,64,70503,17937,634,60,No
CUST102840,34,74491,63813,766,240,Yes
CUST102841,57,103629,107464,684,72,No
CUST102842,41,78993,45288,548,48,No
CUST102843,38,57534,61825,554,72,Yes
CUST102844,25,46220,19105,691,72,No
CUST102845,23,61454,32287,740,72,No
CUST102846,43,44827,15722,567,36,No
CUST102847,46,71196,58421,711,72,No
CUST102848,57,55895,34648,773,60,No
CUST102849,44,32649,26553,812,12,Yes
CUST102850,39,101379,97494,703,60,Yes
CUST102851,45,57558,42921,715,360,No
CUST102852,41,38297,31696,531,48,No
CUST102853,32,65794,74693,827,360,No
CUST102854,61,71709,35787,640,24,No
CUST102855,53,26338,14727,615,120,No
CUST102856,24,78291,71848,662,24,No
CUST102857,62,43821,35552,786,36,No
CUST102858,27,112776,42689,835,72,No
CUST102859,42,83099,47877,689,72,No
CUST102860,53,60003,40072,750,120,No
CUST102861,37,51371,31819,683,72,No
CUST102862,44,67376,25487,607,72,No
CUST102863,54,85320,95936,783,240,No
CUST102864,48,69363,66749,636,60,No
CUST102865,63,64571,43996,787,36,No
CUST102866,61,71459,62888,771,36,No
CUST102867,59,54904,60245,723,60,No
CUST102868,42,61420,20648,808,120,No
CUST102869,37,17855,8041,836,12,No
CUST102870,54,94343,70069,668,24,No
CUST102871,26,77470,77393,623,24,No
CUST102872,26,50664,11970,550,72,No
CUST102873,54,117468,139084,837,36,No
CUST102874,21,72175,47268,649,36,No
CUST102875,30,44096,24660,759,72,No
CUST102876,41,91418,45044,628,120,Yes
CUST102877,25,79951,29930,788,48,No
CUST102878,22,79864,79191,631,72,No
CUST102879,42,59356,68581,597,24,No
CUST102880,22,81262,49866,665,240,No
CUST102881,30,63456,73128,643,48,No
CUST102882,54,83899,85896,722,360,No
CUST102883,36,22376,15239,676,360,No
CUST102884,59,59153,51701,724,120,No
CUST102885,42,113054,71788,660,12,No
CUST102886,32,50823,38561,633,60,No
CUST102887,44,54904,14168,639,24,No
CUST102888,60,58801,52701,823,180,Yes
CUST102889,58,39630,10019,696,120,No
CUST102890,30,15000,15256,541,360,Yes
CUST102891,55,64235,65837,644,72,No
CUST102892,52,73396,32080,687,60,No
CUST102893,27,68687,35969,809,60,No
CUST102894,41,66378,45224,752,60,No
CUST102895,40,71076,56624,615,60,No
CUST102896,46,95571,46577,849,72,No
CUST102897,24,65239,51701,678,240,No
CUST102898,42,55648,27701,767,72,No
CUST102899,35,62972,16089,599,180,Yes
CUST102900,60,84484,17110,512,180,No
CUST102901,41,105301,31712,581,60,Yes
CUST102902,35,54296,53875,452,48,Yes
CUST102903,42,72473,84172,828,72,No
CUST102904,48,78459,49191,695,60,No
CUST102905,34,45186,32203,615,24,No
CUST102906,47,70510,24456,712,60,No
CUST102907,61,33358,25053,693,360,Yes
CUST102908,60,25774,8883,723,12,No
CUST102909,48,79169,64223,765,84,No
CUST102910,46,60403,68452,660,180,No
CUST102911,22,75057,29700,618,84,No
CUST102912,45,69553,67088,738,72,No
CUST102913,23,45590,10189,736,120,No
CUST102914,28,68869,39634,687,60,No
CUST102915,64,39172,12173,832,24,No
CUST102916,53,104774,57885,649,360,No
CUST102917,62,36101,13485,617,60,Yes
CUST102918,55,65105,37325,709,84,No
CUST102919,26,43943,27136,633,60,No
CUST102920,59,84261,42180,715,24,No
CUST102921,43,61714,52866,622,360,No
CUST102922,45,57033,63811,652,120,No
CUST102923,63,91330,54852,812,36,No
CUST102924,39,70736,27753,652,360,No
CUST102925,25,82916,39030,624,120,No
CUST102926,31,45467,47922,762,60,Yes
CUST102927,32,34880,26915,606,72,No
CUST102928,30,72680,47606,631,24,No
CUST102929,28,62029,21688,720,72,No
CUST102930,44,85661,55656,746,24,Yes
CUST102931,48,68002,32538,765,60,No
CUST102932,61,75127,85882,628,60,No
CUST102933,56,29415,31888,722,180,No
CUST102934,57,117211,33277,647,120,No
CUST102935,41,65894,47223,638,36,No
CUST102936,28,87440,37167,764,180,No
CUST102937,29,49098,29988,642,72,Yes
CUST102938,35,77700,83671,699,72,No
CUST102939,60,37429,27230,691,36,No
CUST102940,38,81302,43433,605,180,No
CUST102941,62,61101,24922,748,240,No
CUST102942,40,70730,70753,719,120,Yes
CUST102943,26,87449,72103,541,240,No
CUST102944,32,39186,26179,699,48,Yes
CUST102945,22,52888,22080,626,180,No
CUST102946,27,81433,43505,757,60,No
CUST102947,36,122456,142030,579,36,Yes
CUST102948,23,66548,47921,655,84,No
CUST102949,65,84778,50926,705,84,No
CUST102950,23,67326,48570,684,48,No
CUST102951,47,118556,116065,733,12,No
CUST102952,63,26319,14215,574,36,Yes
CUST102953,60,72366,27405,796,60,No
CUST102954,58,29361,23047,717,36,No
CUST102955,53,15000,12978,775,36,No
CUST102956,48,77437,70678,741,60,No
CUST102957,21,73487,79512,679,360,Yes
CUST102958,28,62879,35915,590,120,No
CUST102959,57,67345,18544,641,48,No
CUST102960,52,147457,170807,791,360,No
CUST102961,63,63546,40352,777,84,No
CUST102962,57,82753,68127,637,60,No
CUST102963,24,53766,46578,483,60,Yes
CUST102964,50,77381,57766,665,60,No
CUST102965,26,64044,25954,660,36,No
CUST102966,39,59737,57057,663,60,Yes
CUST102967,52,115472,115905,717,60,No
CUST102968,29,99430,74868,741,60,No
CUST102969,32,73419,50553,749,120,No
CUST102970,31,15000,5000,711,48,Yes
CUST102971,36,60975,17314,554,120,No
CUST102972,21,137576,74231,656,72,No
CUST102973,65,64233,32813,841,360,No
CUST102974,41,97580,112574,706,60,Yes
CUST102975,50,106049,104312,706,240,Yes
CUST102976,33,75474,64902,705,180,No
CUST102977,54,48954,35132,709,72,No
CUST102978,24,15000,5511,513,84,Yes
CUST102979,48,87104,102648,663,24,No
CUST102980,58,49631,28540,677,360,No
CUST102981,51,74404,22836,770,24,No
CUST102982,47,38754,26887,683,72,No
CUST102983,25,63369,68058,565,48,Yes
CUST102984,45,70843,77027,710,60,Yes
CUST102985,23,76715,16184,624,72,Yes
CUST102986,53,42129,45765,595,240,Yes
CUST102987,24,99923,47112,622,60,Yes
CUST102988,45,55078,13162,718,360,No
CUST102989,40,28138,29483,768,72,Yes
CUST102990,54,67274,71571,714,36,No
CUST102991,46,70859,56420,724,36,No
CUST102992,25,74015,57320,713,120,No
CUST102993,55,104053,105418,687,24,No
CUST102994,48,64089,63212,729,60,Yes
CUST102995,49,67010,73048,511,36,No
CUST102996,29,42420,31932,688,60,No
CUST102997,58,90514,105688,607,120,No
CUST102998,26,74608,89242,761,60,No
CUST102999,39,59499,18834,670,36,No
CUST103000,64,22383,23492,682,36,No
CUST103001,31,106110,74258,575,60,No
CUST103002,22,39308,23096,751,24,No
CUST103003,64,55218,44896,724,72,No
CUST103004,64,78959,20211,719,72,No
CUST103005,29,40086,28319,623,24,Yes
CUST103006,41,32662,34977,626,60,Yes
CUST103007,44,16901,6988,696,60,No
CUST103008,54,88025,55138,631,48,No
CUST103009,42,56370,64233,710,60,No
CUST103010,23,143182,89999,529,48,No
CUST103011,32,45141,25205,646,60,No
CUST103012,48,46964,30082,806,120,No
CUST103013,50,55865,40192,711,36,No
CUST103014,46,76078,63296,692,72,No
CUST103015,41,58245,58285,819,60,No
CUST103016,48,85308,55630,516,48,Yes
CUST103017,46,45535,46331,623,120,No
CUST103018,53,35460,26018,652,60,No
CUST103019,41,25045,13486,740,60,Yes
CUST103020,55,15000,12869,741,84,No
CUST103021,54,57048,52354,619,180,Yes
CUST103022,61,62475,47359,750,360,No
CUST103023,38,54214,13912,652,72,No
CUST103024,31,101085,37390,765,180,No
CUST103025,43,100701,48870,608,12,No
CUST103026,42,61630,29744,671,60,No
CUST103027,37,25152,21968,646,36,No
CUST103028,25,55832,12191,754,24,No
CUST103029,64,55004,52566,643,60,No
CUST103030,31,53572,24929,677,120,No
CUST103031,50,52557,26805,715,60,No
CUST103032,35,53663,39062,718,84,No
CUST103033,47,60336,25095,742,60,No
CUST103034,55,54111,58682,695,60,No
CUST103035,53,75208,21462,651,48,No
CUST103036,40,79009,50912,656,60,No
CUST103037,36,47234,49568,682,48,Yes
CUST103038,54,101777,83034,697,84,No
CUST103039,22,45498,22400,670,24,No
CUST103040,55,29555,18347,681,24,Yes
CUST103041,60,79519,72099,574,84,No
CUST103042,48,49565,58153,727,60,No
CUST103043,59,78032,85300,693,60,No
CUST103044,26,15000,8136,750,36,Yes
CUST103045,29,104811,125584,680,60,No
CUST103046,40,86807,17666,558,120,No
CUST103047,21,32488,7395,655,180,No
CUST103048,28,33031,33818,666,120,Yes
CUST103049,43,111807,44663,732,24,No
CUST103050,23,51566,13447,535,84,No
CUST103051,24,49145,21484,683,36,No
CUST103052,45,15000,9392,716,48,No
CUST103053,58,61231,56980,634,36,No
CUST103054,35,64307,53011,685,120,No
CUST103055,41,87887,38461,636,84,No
CUST103056,55,35023,24631,629,72,No
CUST103057,34,31993,36031,651,84,Yes
CUST103058,56,81274,82494,630,36,Yes
CUST103059,32,95168,49791,728,60,No
CUST103060,37,30721,36320,629,72,No
CUST103061,59,97038,88171,617,72,No
CUST103062,29,70939,18618,804,120,No
CUST103063,55,97295,22880,747,48,No
CUST103064,33,68244,25142,550,120,Yes
CUST103065,35,15000,13918,626,60,Yes
CUST103066,38,66201,25404,697,84,No
CUST103067,53,96504,68661,703,60,No
CUST103068,26,47656,13976,576,240,Yes
CUST103069,47,60301,67591,761,36,No
CUST103070,43,65597,35682,738,84,No
CUST103071,47,15000,16622,714,72,No
CUST103072,54,111784,127979,775,36,No
CUST103073,58,47466,9784,712,24,No
CUST103074,34,82643,54886,711,120,No
CUST103075,56,67832,15239,789,36,No
CUST103076,28,101440,112466,757,36,No
CUST103077,55,80151,57581,621,360,No
CUST103078,39,64127,17631,724,120,No
CUST103079,50,47662,14788,634,36,No
CUST103080,34,89946,52484,715,72,No
CUST103081,40,23164,26412,713,60,No
CUST103082,45,86147,76921,583,180,Yes
CUST103083,60,42524,45399,671,120,No
CUST103084,44,101307,57386,699,180,No
CUST103085,34,74032,18006,649,36,No
CUST103086,46,86103,101112,702,84,Yes
CUST103087,58,72050,15647,736,12,No
CUST103088,43,26191,30058,678,24,Yes
CUST103089,42,48482,27571,696,120,No
CUST103090,39,86810,18238,777,12,No
CUST103091,23,74166,65945,713,72,No
CUST103092,62,99525,117493,694,180,No
CUST103093,39,80082,93346,613,60,No
CUST103094,29,45832,16542,727,12,No
CUST103095,48,50098,19100,703,120,Yes
CUST103096,40,72573,55557,770,240,No
CUST103097,65,15000,12560,683,120,Yes
CUST103098,27,111836,105061,553,72,Yes
CUST103099,34,81044,30882,561,36,No
CUST103100,29,100676,116684,731,12,Yes
CUST103101,39,30485,25569,640,84,No
CUST103102,34,101114,105871,711,36,No
CUST103103,58,125787,93091,688,180,No
CUST103104,56,36978,22715,668,60,No
CUST103105,60,89285,105105,673,60,No
CUST103106,37,70028,54770,619,120,No
CUST103107,50,31389,33488,679,120,No
CUST103108,29,82322,94941,639,84,No
CUST103109,53,90840,79517,654,240,No
CUST103110,45,54972,41171,657,360,No
CUST103111,34,99148,20178,664,240,No
CUST103112,31,28331,6800,745,180,Yes
CUST103113,55,32631,13080,671,120,No
CUST103114,61,73415,28339,752,84,No
CUST103115,34,70635,32122,788,24,No
CUST103116,50,52086,26300,740,36,No
CUST103117,61,90240,50540,717,12,No
CUST103118,24,83272,51673,703,36,No
CUST103119,24,91453,27332,741,60,No
CUST103120,48,66922,16219,686,36,No
CUST103121,28,85065,74342,749,240,No
CUST103122,22,58859,43399,723,180,No
CUST103123,61,121345,78164,655,24,No
CUST103124,42,49686,41460,743,36,No
CUST103125,61,122632,126026,686,180,No
CUST103126,36,70872,44486,673,180,No
CUST103127,49,35612,29954,647,240,No
CUST103128,50,104202,120205,692,360,No
CUST103129,32,73148,76046,750,360,No
CUST103130,55,91278,57140,742,60,No
CUST103131,31,100596,84975,705,36,No
CUST103132,41,78449,29581,722,120,Yes
CUST103133,41,55194,41976,769,48,No
CUST103134,25,94393,111509,670,180,Yes
CUST103135,40,70019,50296,602,60,No
CUST103136,57,87146,98269,771,120,No
CUST103137,23,16157,9813,643,36,No
CUST103138,64,81175,97316,632,60,No
CUST103139,53,54035,42105,554,72,No
CUST103140,29,111333,26973,720,240,Yes
CUST103141,29,85577,67328,566,36,No
CUST103142,24,75996,36066,627,240,No
CUST103143,55,82158,19100,721,180,No
CUST103144,37,45039,45978,731,120,Yes
CUST103145,54,110581,52607,634,120,No
CUST103146,44,119784,119371,671,72,No
CUST103147,52,79823,38971,619,36,No
CUST103148,21,109760,43281,642,36,No
CUST103149,28,55771,65472,699,180,No
CUST103150,65,50072,28123,645,120,No
CUST103151,43,71023,56916,663,36,Yes
CUST103152,60,80874,65506,577,72,Yes
CUST103153,32,60150,45742,759,60,No
CUST103154,32,83444,93015,716,36,Yes
CUST103155,35,77660,67909,736,60,No
CUST103156,61,45042,27193,770,48,No
CUST103157,39,82970,88146,622,24,No
CUST103158,46,91588,34901,655,60,No
CUST103159,49,74287,55287,547,72,Yes
CUST103160,42,98816,113693,850,12,No
CUST103161,60,39565,32657,670,60,Yes
CUST103162,41,81699,83085,753,36,No
CUST103163,58,40743,34777,593,12,Yes
CUST103164,40,42148,43807,750,24,No
CUST103165,49,54227,62062,810,36,No
CUST103166,24,46448,21966,676,36,No
CUST103167,27,56300,20812,609,180,No
CUST103168,48,64646,44217,670,60,No
CUST103169,48,90929,82005,524,36,No
CUST103170,24,61971,26473,677,24,Yes
CUST103171,42,30359,6196,737,48,Yes
CUST103172,32,98502,53480,677,120,No
CUST103173,65,49073,57359,660,60,No
CUST103174,23,68532,61334,717,36,No
CUST103175,42,81163,48805,722,60,No
CUST103176,64,74990,29439,564,60,No
CUST103177,22,97354,54138,686,12,No
CUST103178,44,81975,30318,850,72,No
CUST103179,54,48467,14846,587,60,No
CUST103180,47,124464,137750,674,12,No
CUST103181,61,74858,89654,816,84,No
CUST103182,21,66316,24147,757,120,No
CUST103183,28,94098,23950,644,72,No
CUST103184,43,76236,40385,694,48,No
CUST103185,58,79981,52920,680,60,No
CUST103186,26,132305,53560,628,60,Yes
CUST103187,42,63122,31651,675,120,No
CUST103188,45,62056,24876,660,72,No
