customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
2730,33.0,Male,East,Graduate,Self-Employed,564618.63,294769.58,Car,626.6,6,66,20.51,2022-08-04,0
2731,47.0,Other,South,Post-Graduate,Unemployed,733119.98,298121.7,Car,708.3,7,395,75.79,2021-07-21,0
2732,67.0,Female,North,Secondary,Salaried,469198.61,190339.31,Car,743.5,4,440,62.02,2025-05-14,0
2733,33.0,Other,South,Primary,Self-Employed,534293.12,596908.1,Home,666.3,3,490,66.92,2025-01-18,1
2734,52.0,Female,South,Graduate,Self-Employed,783184.57,676716.67,Education,600.4,8,50,59.8,2025-01-26,1
2735,29.0,Other,South,Primary,Self-Employed,547051.59,557811.08,Business,599.8,4,403,87.33,2024-05-05,1
2736,39.0,Female,East,Post-Graduate,Salaried,716563.44,431523.91,Business,682.8,9,277,84.27,2019-07-10,0
2737,44.0,Other,West,Primary,Unemployed,886897.09,10000.0,Home,577.9,8,185,86.77,2021-04-03,1
2738,29.0,Female,South,Post-Graduate,Salaried,407855.13,544370.26,Home,644.8,7,85,83.08,2020-11-03,0
2739,69.0,Female,South,Post-Graduate,Salaried,341409.29,531234.52,Education,758.4,2,436,63.74,2020-11-01,1
2740,63.0,Male,South,Graduate,Salaried,263850.34,506903.47,Car,574.5,4,108,20.57,2022-06-03,0
2741,68.0,Male,West,Graduate,Salaried,504861.36,52172.23,Car,682.2,8,483,55.15,2020-12-31,0
2742,48.0,Female,East,Graduate,Unemployed,1125607.16,598610.85,Other,604.6,4,296,45.2,2020-12-11,0
2743,43.0,Other,South,Post-Graduate,Unemployed,968257.54,60719.64,Home,732.1,11,60,51.91,2021-03-25,0
2744,54.0,Other,South,Post-Graduate,Unemployed,1127235.38,740538.23,Car,548.8,4,466,12.01,2020-05-23,0
2745,51.0,Female,East,Graduate,Salaried,446171.82,580743.43,Home,677.8,10,146,93.17,2021-02-13,0
2746,31.0,Male,South,Secondary,Salaried,773918.68,411857.71,Business,708.3,1,498,11.35,2018-01-27,0
2747,70.0,Female,West,Post-Graduate,Self-Employed,433761.43,95235.23,Car,602.9,8,372,90.53,2022-12-17,1
2748,34.0,Male,South,Post-Graduate,Unemployed,1117702.16,318322.31,Car,729.9,12,122,79.69,2023-02-15,0
2749,59.0,Male,North,Graduate,Salaried,267343.34,603464.61,Education,709.2,0,11,21.73,2018-01-06,1
2750,65.0,Female,North,Graduate,Self-Employed,454132.16,712374.91,Business,655.4,12,200,92.56,2021-11-07,1
2751,36.0,Other,East,Primary,Self-Employed,,437213.65,Other,596.7,1,289,48.52,2018-05-05,0
2752,34.0,Female,South,Graduate,Salaried,557891.16,10000.0,Education,708.0,3,58,93.5,2024-11-12,0
2753,54.0,Female,North,Primary,Unemployed,360016.56,847150.86,Home,,5,315,64.31,2018-04-20,1
2754,51.0,Female,East,Secondary,Salaried,397693.34,759391.41,Other,697.6,7,48,84.07,2019-05-12,1
2755,62.0,Other,West,Graduate,Salaried,578763.94,91199.98,Business,712.6,5,420,62.76,2024-12-30,0
2756,44.0,Other,North,Post-Graduate,Salaried,,279794.72,Other,648.0,3,12,79.62,2024-03-06,0
2757,39.0,Male,West,Post-Graduate,Self-Employed,6066583.65,295389.93,Education,789.4,1,489,28.79,2018-04-09,0
2758,54.0,Other,East,Primary,Self-Employed,562985.96,172885.43,Education,686.2,8,178,90.71,2018-01-21,0
2759,23.0,Other,West,Graduate,Salaried,537047.34,849675.74,Other,736.7,9,154,67.56,2019-06-09,1
2760,28.0,Other,East,Graduate,Salaried,526346.64,373835.76,Education,661.6,12,500,88.1,2025-04-21,0
2761,46.0,Female,North,Post-Graduate,Unemployed,,629603.69,Business,595.8,9,450,27.1,2024-06-09,1
2762,49.0,Other,East,Graduate,Self-Employed,111793.95,711503.03,Education,698.6,10,291,67.12,2022-09-15,1
2763,60.0,Female,North,Post-Graduate,Unemployed,1145473.76,590257.17,Car,579.6,7,333,22.86,2022-10-23,1
2764,62.0,Male,East,Secondary,Salaried,140509.16,10000.0,Business,645.0,3,237,50.18,2018-10-24,0
2765,68.0,Female,West,Primary,Self-Employed,654894.85,773339.14,Home,839.9,4,131,93.86,2022-12-02,1
2766,51.0,Female,South,Post-Graduate,Unemployed,692864.33,469765.54,Other,,12,265,81.23,2022-03-09,0
2767,29.0,Female,West,Primary,Salaried,724455.09,10000.0,Education,726.0,11,86,49.92,2020-05-03,0
2768,45.0,Female,West,Graduate,Unemployed,622620.92,1149461.19,Home,667.1,2,441,31.18,2018-04-21,1
2769,44.0,Female,West,Secondary,Self-Employed,746710.93,789041.73,Other,691.0,0,302,55.87,2018-01-04,0
2770,23.0,Female,East,Secondary,Salaried,410126.6,446332.34,Other,725.2,4,42,79.8,2020-10-04,0
2771,53.0,Male,West,Primary,Self-Employed,483874.51,763713.24,Home,601.4,7,448,71.21,2022-12-13,1
2772,22.0,Male,East,Primary,Unemployed,397393.4,,Business,668.0,4,408,30.37,2022-12-29,1
2773,40.0,Male,West,Post-Graduate,Salaried,890526.26,271545.49,Home,584.9,10,427,82.05,2022-04-12,1
2774,43.0,Other,West,Post-Graduate,Salaried,868240.08,282660.49,Other,558.8,0,383,37.63,2022-03-15,0
2775,30.0,Male,West,Secondary,,606058.06,701204.46,Car,719.0,8,190,85.0,2025-01-15,1
2776,66.0,Other,South,Primary,Self-Employed,774993.28,,Other,667.3,2,74,27.42,2020-06-15,0
2777,22.0,Other,East,Graduate,,1162800.95,434741.97,Business,704.6,11,8,34.6,2021-01-23,0
2778,51.0,Female,North,Graduate,Self-Employed,574493.9,578644.97,Business,589.1,1,380,90.8,2025-04-16,1
2779,56.0,Female,West,Post-Graduate,Self-Employed,515901.07,303856.69,Education,766.6,11,163,41.5,2025-04-28,0
2780,51.0,Male,North,Graduate,Unemployed,965303.87,27510.38,Car,772.1,7,206,13.98,2021-12-16,0
2781,58.0,Other,South,Post-Graduate,Salaried,453282.41,487760.64,Business,712.3,0,152,58.72,2024-01-10,1
2782,44.0,Female,North,Post-Graduate,Unemployed,1020018.01,375570.04,Car,721.7,6,44,68.39,2024-03-19,0
2783,59.0,Female,South,Graduate,Self-Employed,856395.68,151473.68,Business,634.5,10,146,12.95,2022-04-06,0
2784,33.0,Other,South,Secondary,Salaried,447520.24,,Home,805.6,1,136,31.01,2020-03-05,1
2785,26.0,Female,West,Graduate,Self-Employed,813563.8,476793.66,Car,678.8,5,133,52.65,2021-08-17,0
2786,65.0,Other,West,Graduate,Self-Employed,762274.0,542307.71,Business,737.4,5,43,33.5,2022-08-15,0
2787,66.0,Other,North,Secondary,,897923.48,350615.61,Education,592.8,8,107,65.26,2023-02-12,1
2788,46.0,Other,East,Post-Graduate,Unemployed,813570.64,627913.85,Education,641.6,3,341,93.9,2024-02-01,0
2789,25.0,,West,Secondary,Self-Employed,338782.77,469322.58,Business,745.1,0,359,20.43,2024-11-22,0
2790,59.0,Female,South,Post-Graduate,Unemployed,598662.16,16743.83,Education,700.1,2,308,26.65,2024-01-08,0
2791,28.0,Male,South,Post-Graduate,Salaried,301190.17,430896.52,Other,568.0,9,458,93.86,2019-01-06,1
2792,69.0,Male,South,Post-Graduate,Salaried,756398.68,479345.34,Home,585.2,11,384,67.47,2019-06-06,1
2793,29.0,Male,East,Graduate,Self-Employed,1123113.67,749067.89,Car,698.1,4,465,39.91,2022-04-17,0
2794,30.0,Male,East,Primary,Unemployed,739750.89,196620.81,Car,726.7,3,328,77.32,2024-09-30,0
2795,39.0,Female,East,Graduate,Unemployed,759928.81,522987.87,Other,685.1,4,12,29.98,2025-03-19,0
2796,39.0,Male,East,Primary,Self-Employed,1072406.82,378167.39,Education,720.8,2,457,34.06,2021-05-03,0
2797,44.0,Other,West,Primary,Salaried,1443403.65,456529.18,Education,675.9,2,268,14.6,2024-07-21,0
2798,38.0,Female,North,Secondary,Salaried,2849120.33,551081.43,Education,659.4,0,469,62.68,2023-04-02,0
2799,65.0,Female,East,Post-Graduate,Self-Employed,,10000.0,Home,734.3,10,117,51.61,2021-12-23,0
2800,49.0,Female,West,Primary,,451619.92,22697.18,Business,,5,169,36.35,2019-03-14,0
2801,47.0,Female,South,Post-Graduate,Unemployed,454221.07,499556.39,Home,570.2,9,386,83.95,2024-10-23,1
2802,29.0,Other,South,Primary,Self-Employed,440961.13,70351.96,Car,814.5,1,111,85.2,2020-06-30,0
2803,51.0,Female,South,Secondary,Unemployed,337924.5,121153.96,Other,641.3,2,461,34.48,2023-01-03,0
2804,25.0,Other,North,Secondary,Self-Employed,488633.99,128672.22,Education,,0,118,48.24,2019-04-04,0
2805,59.0,Other,South,Secondary,Salaried,722064.54,785797.19,Business,527.1,4,415,25.36,2019-01-02,1
2806,,Male,West,Graduate,Salaried,859663.13,350918.39,Business,706.9,0,372,33.47,2020-10-26,0
2807,38.0,Other,North,Primary,Self-Employed,648609.82,566352.89,Car,702.4,6,306,17.9,2019-08-27,1
2808,31.0,Other,West,Graduate,,163166.92,642988.67,Business,661.5,8,127,37.13,2023-03-07,1
2809,27.0,Other,West,Secondary,Unemployed,1326264.67,593012.15,Car,680.2,0,27,59.98,2018-09-03,0
2810,42.0,,West,Graduate,Unemployed,489590.06,630277.78,Business,602.5,7,482,47.91,2021-09-16,1
2811,28.0,Male,East,Post-Graduate,Self-Employed,322606.5,440866.3,Business,663.8,4,145,78.29,2025-02-25,1
2812,54.0,Female,North,Post-Graduate,Self-Employed,716624.04,440245.63,Business,656.9,4,388,44.92,2020-04-02,0
2813,34.0,Other,West,Graduate,Unemployed,352587.58,1085714.85,Other,746.7,12,378,81.67,2023-08-09,1
2814,44.0,Male,South,Post-Graduate,Unemployed,680807.57,30018.83,Education,747.2,0,26,76.78,2025-03-08,0
2815,30.0,Male,East,Primary,Unemployed,938103.46,838262.9,Education,580.8,1,9,57.94,2020-01-24,0
2816,42.0,Female,West,Primary,Self-Employed,,708190.66,Home,631.0,11,106,48.52,2019-06-19,1
2817,39.0,Male,South,Secondary,Salaried,896548.61,608229.26,Home,733.9,0,284,16.59,2023-06-17,0
2818,60.0,Other,South,Secondary,Unemployed,1232639.04,128415.1,Education,769.9,4,461,93.21,2020-02-19,0
2819,23.0,Female,East,Secondary,,1471785.53,791070.56,Home,763.3,2,290,32.13,2023-03-03,0
2820,55.0,Other,North,Primary,Self-Employed,546325.5,735587.17,Other,638.5,10,155,73.88,2022-07-09,1
2821,,Other,East,Secondary,Unemployed,587267.92,634242.0,Business,636.9,8,118,46.67,2018-01-20,1
2822,53.0,Other,South,Graduate,Unemployed,879611.76,303188.27,Business,,11,13,55.0,2021-10-05,0
2823,31.0,Other,South,Post-Graduate,Salaried,219638.83,208971.26,Education,555.0,3,418,87.61,2019-08-08,1
2824,66.0,Male,East,Post-Graduate,Salaried,465903.15,133868.36,Car,725.4,11,315,70.49,2023-04-24,0
2825,70.0,Male,East,Post-Graduate,Salaried,595108.73,236223.47,Other,817.1,6,208,18.96,2021-12-18,0
2826,24.0,Female,South,Graduate,Self-Employed,114294.2,571912.27,Other,628.8,8,421,56.66,2023-10-31,1
2827,37.0,Other,East,Post-Graduate,Salaried,1086059.18,132125.3,Car,709.1,9,189,17.09,2022-10-16,0
2828,63.0,Other,South,Primary,Salaried,283565.63,707064.94,Business,706.2,8,121,69.11,2020-08-21,0
2829,,Other,South,Primary,Salaried,686910.56,202888.01,Car,714.3,12,475,27.3,2023-07-16,0
2830,31.0,Other,South,Secondary,Unemployed,767117.25,642982.7,Home,692.0,1,261,74.97,2020-01-09,1
2831,44.0,Female,North,Secondary,Salaried,767618.2,479539.39,Car,707.3,12,356,28.43,2018-09-30,0
2832,52.0,Female,North,Secondary,Salaried,423014.06,411090.25,Business,768.3,6,252,25.92,2019-04-06,1
2833,52.0,Other,North,Post-Graduate,Self-Employed,500708.35,210176.12,Education,676.7,0,358,18.94,2024-07-11,0
2834,34.0,Other,West,Primary,Self-Employed,665152.15,495686.49,Home,731.9,4,276,30.27,2020-06-14,0
2835,,Male,West,Secondary,Unemployed,624434.09,684418.75,Car,738.7,10,34,86.32,2024-03-12,1
2836,23.0,Other,South,Graduate,Unemployed,922387.53,729958.76,Other,712.1,10,380,71.11,2018-02-09,0
2837,62.0,Male,East,Primary,Unemployed,1131192.61,712926.41,Car,602.6,0,196,83.2,2020-05-29,0
2838,29.0,Other,North,Secondary,Salaried,1009639.22,404173.46,Car,635.0,7,201,23.62,2019-08-28,0
2839,,,North,Primary,Unemployed,973973.81,563106.51,Home,658.6,11,115,24.23,2022-05-02,0
2840,46.0,Female,South,Primary,Salaried,1056556.45,745849.77,Education,761.0,7,411,80.49,2024-01-09,0
2841,27.0,Other,East,Primary,Self-Employed,522017.34,657794.98,Education,681.9,3,404,11.34,2019-12-02,1
2842,34.0,Female,North,Primary,Unemployed,380864.17,996555.79,Education,704.5,0,189,77.31,2018-11-14,1
2843,22.0,Female,North,Secondary,Self-Employed,1167437.32,544623.17,Other,676.3,8,154,45.09,2023-06-28,0
2844,37.0,Male,West,Post-Graduate,Self-Employed,962965.13,338604.0,Education,665.8,0,291,65.68,2020-07-19,0
2845,23.0,Other,West,Secondary,Unemployed,508502.29,652361.67,Car,678.2,7,467,23.89,2019-11-16,1
2846,56.0,Male,South,Primary,Salaried,663269.23,877864.37,Education,701.9,8,469,30.08,2018-02-14,1
2847,22.0,Female,East,Primary,Salaried,522502.63,472834.4,Business,823.1,9,25,40.93,2020-01-03,1
2848,61.0,Male,West,Graduate,Unemployed,821089.18,310958.53,Education,850.0,12,44,71.12,2023-03-03,0
2849,49.0,Female,North,Graduate,Unemployed,95379.99,175392.04,Education,774.4,1,88,86.01,2020-11-08,0
2850,55.0,Male,East,Graduate,Unemployed,574536.24,690677.82,Business,647.8,10,271,20.24,2018-09-13,0
2851,52.0,Other,North,Primary,Self-Employed,786226.97,156829.71,Home,755.8,5,71,32.78,2022-06-23,0
2852,57.0,Female,North,Secondary,Salaried,470606.81,616968.55,Car,721.0,5,43,89.22,2023-06-03,0
2853,56.0,Female,South,Secondary,Salaried,1167931.46,410283.99,Other,689.6,2,230,49.14,2019-07-11,0
2854,43.0,Male,East,Post-Graduate,Salaried,1026502.33,302176.72,Business,645.0,4,273,57.94,2023-04-27,0
2855,31.0,Male,East,Primary,Unemployed,251221.97,51455.33,Car,636.0,7,461,68.18,2018-03-07,0
2856,,Female,East,Graduate,Salaried,502467.95,316945.66,Business,640.1,9,414,54.92,2022-04-23,0
2857,36.0,Other,West,Post-Graduate,,512513.78,,Car,597.7,2,368,30.38,2018-11-14,0
2858,30.0,Male,West,Secondary,Salaried,981127.57,48341.77,Home,850.0,3,430,29.95,2021-06-30,0
2859,47.0,Other,East,Secondary,Self-Employed,,486176.87,Car,759.7,2,52,41.82,2020-03-14,1
2860,46.0,Female,North,Graduate,Self-Employed,1007768.99,616420.46,Education,614.4,2,459,28.46,2022-02-01,0
2861,44.0,Male,West,Graduate,Self-Employed,,700959.79,Other,805.1,3,143,84.06,2019-08-27,1
2862,37.0,Other,East,Secondary,Unemployed,221409.78,140268.18,Education,647.1,4,90,75.05,2018-11-28,0
2863,45.0,Other,South,Graduate,Unemployed,711220.6,520131.77,Business,698.0,6,144,73.96,2025-03-13,0
2864,39.0,Female,South,Post-Graduate,Self-Employed,823708.08,157447.35,Other,,7,93,31.52,2020-04-16,0
2865,28.0,Female,West,Secondary,Unemployed,324442.72,777663.02,Car,665.8,5,488,65.33,2023-12-07,1
2866,24.0,Male,North,Primary,Salaried,838324.93,10000.0,Education,711.5,2,138,37.56,2020-03-16,0
2867,46.0,Other,North,Primary,Self-Employed,1344319.19,331114.6,Business,580.9,6,486,24.28,2020-04-22,1
2868,21.0,Other,West,Secondary,Unemployed,758015.22,371455.32,Business,586.8,1,376,12.25,2024-09-02,0
2869,40.0,Male,West,Graduate,Salaried,216079.93,78434.27,Business,696.0,7,311,91.24,2025-01-19,0
2870,25.0,Female,North,Secondary,Unemployed,615285.85,389350.95,Car,709.1,9,9,18.7,2019-11-06,0
2871,26.0,Other,West,Secondary,Unemployed,685153.04,407284.06,Car,825.4,7,89,57.42,2024-12-18,0
2872,28.0,Other,East,Secondary,Self-Employed,914227.8,631495.29,Home,705.7,1,140,73.54,2024-12-02,0
2873,50.0,Male,North,Primary,,325668.69,112633.07,Home,726.1,7,263,84.38,2019-11-03,0
2874,38.0,Other,West,Primary,Unemployed,239194.63,,Education,732.8,10,248,28.94,2023-06-24,1
2875,58.0,Other,West,Secondary,Self-Employed,454584.59,622740.83,Other,638.6,9,144,48.84,2021-08-18,1
2876,53.0,Other,South,Post-Graduate,Self-Employed,1064690.45,429101.31,Business,743.3,7,249,58.86,2025-05-27,0
2877,22.0,Female,South,Primary,Salaried,230417.25,,Education,646.6,4,378,67.18,2019-02-28,1
2878,48.0,Other,West,Post-Graduate,Unemployed,854459.41,616871.67,Home,618.9,12,287,63.78,2024-12-10,1
2879,60.0,Male,East,Secondary,Self-Employed,453570.6,514339.37,Car,738.4,7,172,81.85,2019-12-04,1
2880,63.0,Female,East,Graduate,Salaried,535006.96,263954.59,Other,774.8,1,274,11.98,2019-06-20,0
2881,43.0,Female,West,Graduate,Salaried,1107330.24,362886.94,Business,637.0,2,415,33.5,2020-09-27,0
2882,67.0,,East,Graduate,Unemployed,824724.59,902596.04,Car,604.0,12,401,37.43,2020-07-04,1
2883,42.0,Other,North,Primary,Unemployed,862905.18,470300.65,Business,,4,219,48.93,2024-08-24,0
2884,41.0,Other,East,Post-Graduate,Self-Employed,354344.4,692394.13,Car,570.4,9,389,63.94,2019-12-19,1
2885,34.0,Male,East,Graduate,Salaried,768712.79,154978.19,Business,800.0,9,320,14.48,2018-09-04,0
2886,21.0,Female,East,Post-Graduate,Self-Employed,175274.8,391681.79,Car,,9,370,16.98,2019-06-12,1
2887,65.0,Male,East,Post-Graduate,Salaried,590584.41,,Education,636.9,7,197,69.96,2021-09-28,0
2888,29.0,Male,South,Graduate,Self-Employed,333208.9,399287.26,Home,665.3,0,266,40.1,2018-04-02,1
2889,25.0,Male,South,Primary,Self-Employed,352840.11,350051.98,Home,599.4,10,200,86.66,2024-10-06,1
2890,66.0,Male,South,Primary,Unemployed,815080.92,496472.27,Education,,12,201,14.1,2020-10-01,0
2891,39.0,Male,South,Primary,Salaried,627891.22,700896.46,Business,569.3,6,32,66.52,2025-08-04,1
2892,56.0,Female,West,Post-Graduate,Self-Employed,962134.8,355177.83,Business,574.5,1,21,59.33,2022-08-29,0
2893,50.0,Other,North,Graduate,Unemployed,719210.37,658811.9,Education,621.8,5,157,38.12,2018-08-27,1
2894,33.0,Other,East,Graduate,Salaried,770480.84,391683.13,Car,646.1,0,76,42.45,2020-04-16,0
2895,24.0,Other,East,Graduate,Unemployed,226783.14,305702.26,Home,663.6,1,110,41.04,2018-10-14,1
2896,50.0,Female,West,Graduate,Unemployed,519158.27,366598.86,Home,689.2,2,414,77.63,2018-02-28,0
2897,41.0,Female,South,Graduate,Unemployed,596238.43,305281.83,Car,651.4,6,85,19.13,2022-09-17,0
2898,50.0,Male,West,Graduate,Self-Employed,1035183.07,567869.28,Car,600.8,3,32,24.81,2021-02-28,0
2899,43.0,Male,South,Graduate,Unemployed,738749.62,456802.33,Car,731.9,8,322,27.53,2023-03-08,0
2900,55.0,Female,East,Primary,,50000.0,718880.72,Education,,1,307,66.94,2024-08-11,0
2901,60.0,Female,East,Graduate,Salaried,266437.49,194285.68,Car,658.1,6,341,94.98,2021-05-07,0
2902,58.0,Female,West,Graduate,Self-Employed,7577316.44,367673.99,Education,850.0,2,160,84.21,2023-11-26,0
2903,52.0,Other,East,Post-Graduate,,1108032.35,120784.02,Home,600.4,10,182,74.98,2019-05-27,1
2904,68.0,Male,South,Primary,Salaried,765210.06,,Education,634.5,7,78,74.5,2021-11-08,0
2905,63.0,Other,South,Primary,Self-Employed,1005582.96,533233.29,Home,718.8,4,363,82.3,2018-06-25,0
2906,35.0,Female,East,Post-Graduate,,391153.53,688087.26,Car,686.4,9,70,78.16,2018-12-26,1
2907,52.0,Female,East,Primary,Self-Employed,455757.73,698238.0,Home,655.2,3,450,20.67,2024-04-19,0
2908,48.0,Male,East,Graduate,Self-Employed,268185.12,10000.0,Business,,1,182,40.48,2023-04-02,0
2909,26.0,Female,East,Post-Graduate,Unemployed,897291.08,200254.01,Home,832.4,9,127,45.75,2020-09-05,0
2910,42.0,Other,East,Post-Graduate,Salaried,169966.73,313405.19,Car,705.7,6,64,83.41,2018-10-21,1
2911,29.0,Other,West,Post-Graduate,Unemployed,680398.54,640365.71,Education,721.7,6,39,60.44,2018-11-30,0
2912,,Other,West,Secondary,Salaried,941713.48,323047.74,Other,614.1,7,288,35.85,2023-05-28,1
2913,48.0,Male,East,Primary,Self-Employed,794135.25,362913.9,Education,642.1,3,204,58.51,2020-01-21,0
2914,29.0,Female,South,Primary,Unemployed,533399.66,525154.73,Home,666.5,4,212,59.84,2018-02-10,1
2915,57.0,Female,North,Post-Graduate,Salaried,,10000.0,Car,781.6,8,190,66.73,2020-07-15,0
2916,33.0,Female,East,Post-Graduate,Unemployed,4137519.68,497807.16,Education,747.4,3,333,72.64,2023-07-02,0
2917,31.0,Male,South,Post-Graduate,Salaried,737321.12,98342.72,Home,738.9,0,434,92.82,2018-05-25,0
2918,34.0,Male,East,Secondary,Unemployed,,290506.1,Car,759.6,11,232,35.89,2022-04-10,0
2919,42.0,Other,West,Graduate,Unemployed,765392.51,,Business,665.4,3,432,92.93,2018-01-14,0
2920,29.0,Other,North,Primary,Unemployed,540059.24,245629.73,Car,662.2,10,500,66.49,2018-09-20,0
2921,53.0,Male,West,Graduate,Self-Employed,725565.72,120510.76,Car,,10,205,46.03,2022-05-30,0
2922,53.0,Male,South,Secondary,Unemployed,833141.32,406069.21,Business,752.4,5,302,53.81,2021-10-09,0
2923,60.0,Other,South,Primary,Unemployed,,446928.76,Car,641.2,3,256,40.7,2021-11-14,0
2924,30.0,Female,West,Primary,Unemployed,,391554.58,Education,643.7,11,234,90.99,2021-09-13,0
2925,24.0,Male,West,Graduate,Salaried,918113.11,10000.0,Education,746.9,7,289,15.23,2018-10-02,0
2926,60.0,Other,South,Secondary,Salaried,802311.61,306502.43,Home,673.0,5,86,77.94,2024-09-21,0
2927,41.0,Female,West,Post-Graduate,Self-Employed,989491.96,628846.68,Car,601.6,3,209,71.7,2022-07-31,0
2928,,Other,East,Graduate,Unemployed,902438.16,467123.32,Other,712.5,12,389,42.87,2024-05-13,0
2929,63.0,Other,East,Graduate,Self-Employed,948573.39,10000.0,Business,597.0,4,302,76.19,2020-02-17,0
2930,47.0,Male,North,Primary,Unemployed,,857263.0,Education,747.1,8,279,81.76,2021-11-06,1
2931,59.0,Other,South,Post-Graduate,Salaried,526844.57,607581.22,Home,744.7,9,361,65.35,2022-02-02,0
2932,58.0,Female,South,Post-Graduate,Salaried,,704137.21,Other,731.8,0,217,42.54,2024-04-20,0
2933,52.0,,North,Primary,Salaried,50000.0,222090.92,Home,718.4,3,479,63.88,2020-05-29,1
2934,69.0,Male,North,Secondary,Unemployed,700741.93,214639.85,Business,632.6,7,224,93.17,2022-12-20,0
2935,35.0,Other,North,Graduate,Self-Employed,636153.78,582116.1,Education,732.6,7,5,49.1,2019-02-17,1
2936,52.0,Female,East,Post-Graduate,Self-Employed,526954.58,656757.03,Car,565.1,9,213,51.58,2018-05-20,1
2937,59.0,Female,South,Primary,Self-Employed,711309.62,649410.12,Other,849.2,5,143,93.96,2024-03-01,1
2938,53.0,Male,West,Post-Graduate,Salaried,725691.88,745294.09,Education,776.1,5,113,93.39,2019-07-14,0
2939,38.0,Female,West,Primary,Self-Employed,,357699.3,Other,644.9,8,31,36.0,2019-01-07,0
2940,50.0,Other,East,Graduate,Self-Employed,344107.43,456718.34,Business,681.3,9,348,14.73,2018-05-24,1
2941,69.0,Other,North,Graduate,Salaried,592344.91,58671.49,Car,652.1,12,298,29.72,2024-06-08,0
2942,27.0,Male,South,Primary,Self-Employed,1266399.81,264516.54,Education,763.4,7,39,54.51,2019-08-11,0
2943,29.0,Other,North,Secondary,Self-Employed,1041502.59,271536.23,Other,691.6,10,39,18.8,2024-07-15,0
2944,40.0,Female,North,Secondary,Salaried,520570.76,607673.53,Car,685.3,10,300,34.03,2020-01-14,1
2945,56.0,Other,East,Primary,Salaried,384572.61,328549.48,Education,545.7,0,328,42.92,2019-11-09,0
2946,22.0,Female,East,Secondary,Salaried,816296.16,10000.0,Other,629.3,7,286,28.52,2023-03-04,0
2947,27.0,Male,West,Post-Graduate,Salaried,393747.25,383084.54,Other,684.0,10,324,84.17,2023-01-08,0
2948,31.0,Male,South,Secondary,Salaried,256955.8,172263.59,Home,691.4,4,291,16.79,2021-08-27,0
2949,51.0,Other,South,Primary,Salaried,597878.75,394992.18,Home,552.3,7,41,60.4,2025-06-16,1
2950,30.0,Other,South,Secondary,Unemployed,881333.39,669214.94,Home,671.7,12,229,32.93,2022-01-04,0
2951,34.0,Female,South,Post-Graduate,Self-Employed,445895.02,520525.64,Education,586.5,10,91,32.63,2024-09-11,1
2952,69.0,Other,East,Primary,Unemployed,745059.33,921328.55,Education,742.2,4,300,81.53,2023-05-07,0
2953,41.0,Female,South,Post-Graduate,Unemployed,737265.4,632637.47,Other,624.5,12,157,67.62,2023-10-24,1
2954,57.0,Male,East,Post-Graduate,Self-Employed,788297.32,277697.81,Car,555.8,5,490,18.86,2019-02-26,1
2955,35.0,Other,West,Primary,Unemployed,434571.5,338073.54,Other,577.3,7,23,65.17,2018-09-04,1
2956,33.0,Other,North,Secondary,Self-Employed,914512.35,423555.59,Education,705.4,9,119,32.03,2021-08-18,0
2957,53.0,Male,South,Secondary,Self-Employed,793458.13,376345.93,Other,644.8,5,197,27.23,2020-09-14,0
2958,44.0,Other,West,Secondary,Self-Employed,1172817.57,433184.53,Car,603.8,5,44,36.93,2021-10-13,1
2959,55.0,Female,North,Post-Graduate,Salaried,162049.07,273063.65,Other,707.9,10,383,84.28,2019-08-19,1
2960,61.0,Male,West,Primary,Salaried,905468.32,979815.96,Other,610.4,4,251,45.53,2020-01-07,0
2961,43.0,Male,North,Secondary,Salaried,559136.54,235291.38,Other,547.2,2,216,54.76,2024-05-26,0
2962,38.0,Female,South,Graduate,Salaried,,575951.08,Other,507.1,11,119,21.86,2018-01-04,1
2963,37.0,Female,South,Primary,Self-Employed,790135.4,,Home,669.7,1,436,55.83,2019-11-04,0
2964,24.0,Male,West,Post-Graduate,Salaried,984003.68,297766.84,Education,720.9,3,468,87.76,2023-08-31,0
2965,63.0,Male,West,Post-Graduate,Unemployed,565565.13,725443.59,Car,558.9,8,492,42.33,2022-12-20,1
2966,26.0,Female,East,Post-Graduate,Self-Employed,880399.13,481760.56,Car,557.7,0,273,45.52,2024-01-21,0
2967,40.0,Female,West,Secondary,Unemployed,610563.01,,Other,755.2,2,112,11.72,2019-11-28,0
2968,62.0,Female,South,Secondary,Salaried,57850.04,10000.0,Other,779.7,10,114,43.4,2018-11-16,0
2969,39.0,Other,West,Graduate,Unemployed,593597.61,475783.29,Home,563.8,8,398,11.21,2020-04-29,1
2970,53.0,Male,West,Secondary,Self-Employed,1090786.95,289540.08,Car,822.6,7,149,58.53,2025-01-31,0
2971,64.0,Male,South,Graduate,Self-Employed,1400752.0,528872.77,Education,710.3,6,125,75.33,2022-11-03,0
2972,40.0,Male,South,Graduate,Salaried,658523.24,400252.96,Home,593.6,5,237,62.3,2022-03-30,1
2973,61.0,Male,South,Post-Graduate,Salaried,959532.33,,Education,790.5,12,217,73.53,2025-05-26,0
2974,47.0,Other,North,Post-Graduate,Salaried,810194.51,224105.07,Education,622.6,9,342,38.52,2023-09-25,0
