customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag,income_group,credit_score_binary,income_quantile,income_cluster,income_log,loan_reciprocal,transaction_sqrt,income_boxcox,loan_yeojohnson,debt_to_income_ratio,avg_monthly_transactions,spending_to_income_ratio
2115,67.0,Female,East,Primary,Salaried,683954.11,172663.45,Car,661.9,2,6,25.98,2024-10-16,0,High,0.0,Q2,0.0,13.435647565796062,5.791613685467273e-06,2.449489742783178,308779.1492574934,15098.693882330133,0.25244888140229177,1.0,0.25980000000000003
2116,67.0,Other,West,Post-Graduate,Self-Employed,942534.93,40280.46,Business,677.1,5,47,55.67,2025-08-25,0,High,0.0,Q4-High,0.0,13.756329319593592,2.4825932970973403e-05,6.855654600401044,416858.2712540135,4872.024877117365,0.042736304743634275,7.833333333333333,0.5567
2117,51.0,Male,East,Post-Graduate,Self-Employed,775711.1706953879,559696.96,Other,704.3,10,101,10.74,2021-12-26,1,High,1.0,Q3,0.0,13.561536816307388,1.7866811354487225e-06,10.04987562112089,347388.4864917835,37655.18861278415,0.7215275235733146,16.833333333333332,0.1074
2119,24.0,Female,North,Post-Graduate,Self-Employed,831819.3,116564.32,Education,596.9,2,288,93.23,2021-09-14,0,High,0.0,Q3,0.0,13.63137171089818,8.578954520559905e-06,16.97056274847714,370851.1867385959,11126.038819244914,0.14013178102503754,48.0,0.9323
2120,69.0,Other,North,Primary,Unemployed,50000.0,436857.36,Home,726.4,1,305,28.73,2023-12-22,0,Low,1.0,Q1-Low,3.0,10.819798284210286,2.289076690844805e-06,17.46424919657298,26694.53473840472,31060.19878389858,8.737147199999999,50.833333333333336,0.2873
2121,33.0,Female,South,Primary,Unemployed,806647.82,377488.92,Other,639.3,11,315,93.47,2019-12-10,0,High,0.0,Q3,0.0,13.600643685253079,2.6490843757745192e-06,17.74823934929885,360338.22076444345,27727.557592017012,0.4679724046114697,52.5,0.9347
2122,44.0,Other,North,Secondary,Salaried,770991.3296059448,405584.28540800593,Other,680.2763406416117,12,438,14.42,2024-08-03,0,High,0.0,Q3,0.0,13.555433703865557,2.4655787612531062e-06,20.92844953645635,345409.9328906984,29318.227611528637,0.5260555726551437,73.0,0.1442
2123,41.0,Female,East,Graduate,Salaried,1066433.56,847736.09,Home,738.5,6,50,26.71,2018-12-10,0,Very High,1.0,Q4-High,2.0,13.879831455423531,1.1796123956454407e-06,7.0710678118654755,467935.05123431765,51991.37632210506,0.7949263055825062,8.333333333333334,0.2671
2124,25.0,Other,North,Primary,Salaried,684456.94,484499.01,Other,685.9,4,156,10.87,2022-12-12,0,High,0.0,Q2,0.0,13.436382475511563,2.063987705568269e-06,12.489995996796797,308991.5970819136,33661.62539490299,0.7078590071714373,26.0,0.10869999999999999
2125,68.0,Female,East,Graduate,Salaried,354401.63,589783.63,Other,687.0,6,384,81.35,2022-11-06,1,Medium,0.0,Q1-Low,3.0,12.778188918678756,1.6955370565303723e-06,19.595917942265423,166887.7725506855,39218.82947984332,1.6641673741737588,64.0,0.8134999999999999
2126,68.0,Female,East,Secondary,Salaried,438334.48,307018.62,Business,661.7,6,485,62.18,2024-09-15,0,Medium,0.0,Q1-Low,1.0,12.990739832252304,3.2571314404318435e-06,22.02271554554524,203617.8119831825,23614.512445412907,0.7004208749446313,80.83333333333333,0.6218
2127,40.0,Other,West,Primary,Salaried,419198.99,10000.0,Home,685.0,1,474,69.06,2022-04-16,0,Medium,0.0,Q1-Low,1.0,12.946103388134008,9.999999999998999e-05,21.77154105707724,195286.98944664828,1649.456042947427,0.023855019307179152,79.0,0.6906
2128,45.43866493308918,Male,North,Post-Graduate,Self-Employed,639054.3,636326.96,Car,588.7,10,72,23.6,2020-10-21,1,High,0.0,Q2,1.0,13.367746271086224,1.5715191448119665e-06,8.48528137423857,289767.449161725,41603.265000902735,0.995732224945517,12.0,0.23600000000000002
2129,47.0,Other,West,Post-Graduate,Salaried,1007079.88,10000.0,Home,790.4,5,480,64.23,2019-11-30,0,Very High,1.0,Q4-High,2.0,13.82256648625097,9.999999999998999e-05,21.908902300206645,443517.09837271797,1649.456042947427,0.009929698923187702,80.0,0.6423000000000001
2130,54.0,Female,South,Secondary,Unemployed,974759.27,357114.78,Education,770.5,11,49,73.39,2018-02-15,0,High,1.0,Q4-High,2.0,13.789946842824222,2.8002201421066837e-06,7.0,430181.95502684015,26557.51413241239,0.36636202495412024,8.166666666666666,0.7339
2131,52.0,Other,West,Graduate,Unemployed,809932.35,496950.56,Education,724.7,2,20,13.96,2025-03-28,0,High,1.0,Q3,0.0,13.604707239312495,2.0122726091706143e-06,4.47213595499958,361711.19726334815,34331.9418842488,0.613570454371899,3.3333333333333335,0.1396
2132,60.0,Male,East,Graduate,Salaried,761130.94,711915.0,Home,680.3499126949956,8,242,89.84,2019-08-16,1,High,0.0,Q3,0.0,13.542561998951092,1.4046620734216846e-06,15.556349186104045,341273.95281590254,45394.83923022162,0.9353384057676069,40.333333333333336,0.8984000000000001
2133,45.90767490883145,Female,North,Post-Graduate,Salaried,540734.66,131684.33,Education,611.5,2,472,63.7,2023-10-15,0,Medium,0.0,Q2,1.0,13.200685824739683,7.593917970346149e-06,21.72556098240043,247826.71199424198,12232.136095320771,0.24352855428205764,78.66666666666667,0.637
2134,56.0,Female,East,Post-Graduate,Self-Employed,333364.51,521099.15,Other,552.3,4,11,45.57,2022-01-08,0,Medium,0.0,Q1-Low,3.0,12.716994794637444,1.919020593297836e-06,3.3166247903554,157598.52850314564,35621.40994243632,1.5631512484637313,1.8333333333333333,0.4557
2135,45.45865881507097,Female,East,Secondary,Salaried,1081474.93,485161.47,Home,751.6,11,304,52.93,2022-11-20,0,Very High,1.0,Q4-High,2.0,13.893837268001828,2.0611694494206187e-06,17.435595774162696,474109.007334084,33697.38422020143,0.44861092619132653,50.666666666666664,0.5293
2136,45.0,Other,West,Post-Graduate,Self-Employed,877483.49,543751.31,Business,680.2896226831396,2,117,53.76,2023-07-09,0,High,0.0,Q3,0.0,13.684814558952274,1.8390760290765975e-06,10.816653826391969,389871.4255738072,36818.905094899186,0.6196712715358326,19.5,0.5376
2137,65.0,Male,South,Primary,Salaried,1517403.25,324954.71,Home,683.7,10,495,14.46,2025-04-04,0,Very High,0.0,Q4-High,2.0,14.232511702725738,3.0773519177487745e-06,22.24859546128699,650925.8853224154,24679.69466840681,0.2141518479019997,82.5,0.1446
2138,67.0,Other,West,Primary,Unemployed,903156.16,368230.34,Other,676.7,4,251,80.61,2021-02-08,0,High,0.0,Q4-High,0.0,13.713651859337505,2.715691488104965e-06,15.84297951775486,400536.65285091865,27197.649422234248,0.4077150290377248,41.833333333333336,0.8061
2139,21.0,Other,South,Secondary,Unemployed,712231.56,444701.46,Other,687.1,8,305,77.8,2021-08-14,0,High,0.0,Q2,0.0,13.476159766275888,2.248699610745595e-06,17.46424919657298,320711.1645441706,31492.705234859874,0.6243776392048676,50.833333333333336,0.778
2140,39.0,Female,South,Graduate,Self-Employed,215285.98,45517.78,Car,617.8,4,240,78.75,2018-07-15,0,Low,0.0,Q1-Low,3.0,12.279727207766296,2.1969436998025347e-05,15.491933384829668,104670.48074763194,5357.5753170265725,0.21142937408186077,40.0,0.7875
2141,56.0,Male,West,Post-Graduate,Salaried,718866.11,635006.33,Other,672.7,10,33,79.71,2021-09-19,0,High,0.0,Q2,0.0,13.4854317934733,1.5747874513313881e-06,5.744562646538029,323506.2514849673,41536.15713550809,0.8833443685361659,5.5,0.7970999999999999
2142,37.0,Other,West,Secondary,Unemployed,361248.93,403630.2256556516,Car,608.9,10,275,73.6,2022-08-23,1,Medium,0.0,Q1-Low,3.0,12.797325324637134,2.477515152329365e-06,16.583123951777,169903.57229018884,29208.40849109454,1.1173188129737897,45.833333333333336,0.736
2143,45.9525251520224,Male,North,Secondary,Salaried,807987.76,10000.0,Car,737.4,8,468,24.0,2024-01-07,0,High,1.0,Q3,0.0,13.602303426515386,9.999999999998999e-05,21.633307652783937,360898.3764190036,1649.456042947427,0.012376425108221937,78.0,0.24
2144,44.0,Other,West,Post-Graduate,Self-Employed,1274562.58,124650.33,Business,712.3,5,223,55.49,2021-05-05,0,Very High,1.0,Q4-High,2.0,14.058114387783924,8.022441657394664e-06,14.933184523068078,552902.082957388,11721.300444693163,0.09779851688412192,37.166666666666664,0.5549000000000001
2145,45.3400690003586,Other,West,Graduate,Salaried,1427184.79,470650.62,Home,695.7,4,380,33.86,2021-08-26,0,Very High,0.0,Q4-High,2.0,14.17121508420002,2.124718331402597e-06,19.493588689617926,614635.585809879,32911.58069495377,0.3297755296285073,63.333333333333336,0.3386
2146,45.59618077510783,Male,West,Graduate,Unemployed,500201.38,579641.49,Business,837.0,5,464,39.29,2021-09-12,1,Medium,1.0,Q1-Low,1.0,13.122768055511097,1.7252043155157824e-06,21.540659228538015,230397.9048169749,38693.76261211168,1.1588162551650696,77.33333333333333,0.39289999999999997
2147,38.0,Female,West,Graduate,Salaried,1090014.32,597725.47,Home,658.1,10,459,93.53,2019-10-03,0,Very High,0.0,Q4-High,2.0,13.901702309152427,1.6730088480251616e-06,21.42428528562855,477611.67360619525,39628.5799750346,0.5483647866204179,76.5,0.9353
2148,45.70060961151301,Male,East,Post-Graduate,Self-Employed,1054684.65,199308.98,Home,708.9,4,318,44.53,2021-07-27,0,Very High,1.0,Q4-High,2.0,13.868753318407474,5.017335395525054e-06,17.832554500127006,463108.65296741325,16879.978423973418,0.18897495094860822,53.0,0.44530000000000003
2149,60.0,Other,South,Primary,Salaried,397583.42,575226.46,Business,688.1,12,30,58.09,2020-04-26,1,Medium,0.0,Q1-Low,3.0,12.893162567886135,1.7384457592580116e-06,5.477225575051661,185846.9926477676,38464.55422315148,1.446806961920092,5.0,0.5809000000000001
2150,33.0,Female,South,Secondary,Unemployed,685039.34,405174.3817413206,Education,738.7,9,248,65.44,2019-09-28,1,High,1.0,Q2,0.0,13.437233006021334,2.4680731187946556e-06,15.748015748023622,309237.65106360806,29295.20062001942,0.5914614797762134,41.333333333333336,0.6544
2151,69.0,Female,West,Primary,Salaried,220698.91,293558.48,Other,657.9,6,215,57.03,2024-05-14,1,Low,0.0,Q1-Low,3.0,12.30455918445136,3.4064762837033244e-06,14.66287829861518,107131.51127573932,22806.023164979873,1.3301310822060697,35.833333333333336,0.5703
2152,23.0,Female,South,Graduate,Unemployed,544979.72,444776.46,Business,635.4,4,288,10.43,2021-09-28,0,Medium,0.0,Q2,1.0,13.208505696872841,2.248320425950595e-06,16.97056274847714,249647.08097380766,31496.832317272783,0.816133965498753,48.0,0.1043
2153,46.0,Female,North,Post-Graduate,Self-Employed,1044904.19,376042.67,Education,654.2,0,181,30.83,2019-09-24,0,Very High,0.0,Q4-High,2.0,13.859436711992354,2.659272683070773e-06,13.45362404707371,459088.2561539266,27644.975210507022,0.3598824405135173,30.166666666666668,0.30829999999999996
2154,68.0,Other,South,Post-Graduate,Unemployed,761075.7711336802,81820.59,Education,742.3,7,74,14.09,2021-09-24,0,High,1.0,Q3,0.0,13.542489513665808,1.222186249206939e-05,8.602325267042627,341250.802387565,8450.758003314815,0.1075064968605189,12.333333333333334,0.1409
2155,60.0,Other,South,Graduate,Unemployed,572126.49,347058.92,Home,648.2,5,214,47.78,2025-01-10,0,Medium,0.0,Q2,1.0,13.257117130142234,2.8813551312843282e-06,14.628738838327793,261266.992712215,25974.569048245627,0.6066122196159803,35.666666666666664,0.4778
2156,31.0,Other,South,Secondary,Salaried,160480.05,843604.65,Business,562.6,5,374,85.32,2025-04-12,1,Low,0.0,Q1-Low,3.0,11.985931146045743,1.185389388263802e-06,19.339079605813716,79507.82191088844,51794.38342473527,5.256757148318436,62.333333333333336,0.8532
2157,50.0,Female,East,Graduate,Unemployed,558558.72,585255.8,Business,739.4,6,138,28.49,2024-10-23,1,Medium,1.0,Q2,1.0,13.233116821049709,1.7086545746321492e-06,11.74734012447073,255463.96740801574,38984.670870124224,1.0477963713465974,23.0,0.2849
2158,21.0,Other,North,Primary,Self-Employed,547795.16,35119.35,Business,596.0,7,430,39.19,2025-06-22,1,Medium,0.0,Q2,1.0,13.213658525928933,2.8474331102368683e-05,20.73644135332772,250853.89768086156,4379.53415171524,0.06411036928475235,71.66666666666667,0.39189999999999997
2159,44.0,Male,West,Graduate,Unemployed,581319.04,504888.23,Other,674.6,4,314,76.36,2021-10-20,1,Medium,0.0,Q2,1.0,13.273056727549022,1.980636387582254e-06,17.72004514666935,265193.68244644784,34757.30164919251,0.8685217501219296,52.333333333333336,0.7636
2160,32.0,Other,East,Post-Graduate,Self-Employed,832783.96,312874.59,Business,633.6,12,334,38.59,2024-05-25,0,High,0.0,Q3,0.0,13.632530736561703,3.1961687908244537e-06,18.275666882497067,371253.6709947614,23963.77323009972,0.3756971856182245,55.666666666666664,0.3859
2161,43.0,Male,East,Secondary,Self-Employed,509080.85,550849.15,Other,614.1,4,376,62.08,2025-04-10,0,Medium,0.0,Q2,1.0,13.140364088105823,1.815379037981629e-06,19.390719429665317,234223.4719639812,37191.82351908903,1.0820464961508571,62.666666666666664,0.6208
2162,51.0,Other,East,Primary,Self-Employed,733127.69,797527.94,Business,762.9,12,293,24.85,2019-07-31,0,High,1.0,Q3,0.0,13.505076531625292,1.2538745664509244e-06,17.11724276862369,329508.9727542855,49582.48964553968,1.0878431559446349,48.833333333333336,0.24850000000000003
2164,70.0,Other,West,Secondary,Salaried,958158.27,579834.2,Education,667.4,1,424,86.03,2020-12-10,0,High,0.0,Q4-High,2.0,13.772769295744167,1.7246309376025048e-06,20.591260281974,423321.58566836244,38703.75835805445,0.6051549291538233,70.66666666666667,0.8603000000000001
2165,44.0,Female,East,Graduate,Self-Employed,353520.43,458284.7,Car,730.9,10,499,72.15,2023-06-22,1,Medium,1.0,Q1-Low,3.0,12.775699384829254,2.18204971712998e-06,22.338307903688676,166499.39013094205,32237.660353181007,1.29634573028778,83.16666666666667,0.7215
2166,60.0,Other,North,Graduate,Self-Employed,866860.19,687589.76,Other,793.3,8,192,92.17,2021-12-02,0,High,1.0,Q3,0.0,13.672634139138468,1.4543555738817262e-06,13.856406460551018,385452.3524018587,44184.92738295636,0.7931956824548605,32.0,0.9217
2167,40.0,Female,North,Secondary,Self-Employed,841514.81,194343.88,Car,639.6,2,408,86.32,2023-12-15,0,High,0.0,Q3,0.0,13.642960080315296,5.145518346139816e-06,20.199009876724155,374895.08077168954,16552.296315265965,0.2309452878197117,68.0,0.8632
2168,36.0,Male,West,Primary,Self-Employed,449692.89,361539.61,Business,557.3,10,159,47.74,2021-05-16,1,Medium,0.0,Q1-Low,1.0,13.01632238583083,2.765948660507758e-06,12.609520212918492,208551.7206198115,26812.860998911256,0.8039700383076992,26.5,0.47740000000000005
2169,58.0,Female,North,Graduate,Self-Employed,1025288.91,395045.33,Education,674.5,10,307,51.58,2020-10-02,0,Very High,0.0,Q4-High,2.0,13.84048596958762,2.5313550725938147e-06,17.52141546793523,451017.81756993174,28724.518328170634,0.3853014756591876,51.166666666666664,0.5158
2170,57.0,Male,North,Post-Graduate,Salaried,1533937.65,781434.32,Car,708.7,7,485,34.09,2022-07-07,0,Very High,1.0,Q4-High,2.0,14.243349266628483,1.2796980813435461e-06,22.02271554554524,657561.5946516023,48803.264706892136,0.5094303018118109,80.83333333333333,0.34090000000000004
2171,59.0,Female,North,Post-Graduate,Self-Employed,762500.36,297214.99,Other,619.2,10,438,13.34,2019-03-06,1,High,0.0,Q3,0.0,13.54435957106867,3.3645678503631217e-06,20.92844953645635,341848.5660067459,23026.455908668144,0.3897899667876878,73.0,0.1334
2172,62.0,Female,East,Primary,Self-Employed,1068698.01,705980.51,Car,698.3,11,310,25.14,2023-12-07,0,Very High,0.0,Q4-High,2.0,13.881952588153432,1.416469698292377e-06,17.60681686165901,468864.8838856361,45100.52577621372,0.6605986942934422,51.666666666666664,0.2514
2173,28.0,Female,South,Graduate,Self-Employed,698672.28,161677.54,Business,687.6,12,477,59.76,2022-12-29,0,High,0.0,Q2,0.0,13.456938501359016,6.185151011080412e-06,21.840329667841555,314993.52745807817,14346.73605060164,0.23140683354433356,79.5,0.5976
2174,52.0,Male,West,Primary,Self-Employed,1077556.26,147258.67,Car,757.3,5,365,54.81,2022-07-28,0,Very High,1.0,Q4-High,2.0,13.890207241079402,6.790771640134963e-06,19.1049731745428,472501.0638798743,13342.20535231644,0.13665984363544972,60.833333333333336,0.5481
2175,29.0,Other,North,Primary,Self-Employed,496320.78,363202.49,Car,729.6,5,424,19.05,2020-03-05,0,Medium,1.0,Q1-Low,1.0,13.114979745359754,2.75328508898713e-06,20.591260281974,228724.65156239356,26908.641552289362,0.7317898114199449,70.66666666666667,0.1905
2176,24.0,Female,South,Graduate,Self-Employed,655346.32,582360.5,Other,647.9,7,330,36.33,2024-11-21,1,High,0.0,Q2,1.0,13.392920633621461,1.7171494289190256e-06,18.16590212458495,296675.49568349944,38834.72754988685,0.8886301520698248,55.0,0.36329999999999996
2177,47.0,Male,West,Secondary,Self-Employed,181218.18,566067.44,Business,651.0,0,105,69.81,2025-06-27,1,Low,0.0,Q1-Low,3.0,12.107462516878936,1.766573961576024e-06,10.246950765959598,89085.4435184899,37987.80301095376,3.123679092241187,17.5,0.6981
2178,44.0,Other,West,Secondary,Unemployed,778967.6966590177,666029.34,Business,787.2,8,94,92.82,2021-11-04,1,High,1.0,Q3,0.0,13.565726140039091,1.501435357187115e-06,9.695359714832659,348753.16929733503,43104.53591951423,0.8550153528273267,15.666666666666666,0.9281999999999999
2179,58.0,Male,North,Secondary,Unemployed,1143580.94,269471.95,Car,732.4,12,272,43.18,2024-07-17,0,Very High,1.0,Q4-High,2.0,13.949675947070547,3.710961382065912e-06,16.492422502470642,499543.94547801197,21338.18957713758,0.2356387209461536,45.333333333333336,0.4318
2180,33.0,Female,North,Primary,Unemployed,976867.92,498286.78,Business,727.4,10,90,37.39,2019-10-14,0,High,1.0,Q4-High,2.0,13.792107756210166,2.0068764417149456e-06,9.486832980505138,431052.8166055857,34403.65198759447,0.510086133241022,15.0,0.3739
2181,62.0,Female,East,Post-Graduate,Self-Employed,179748.19,269439.74,Car,631.5,4,206,93.02,2021-07-28,1,Low,0.0,Q1-Low,3.0,12.099317769314448,3.7114050065517296e-06,14.352700094407323,88408.96086111145,21336.20760767988,1.4989844403996502,34.333333333333336,0.9301999999999999
2182,32.0,Other,East,Primary,Salaried,773427.288528344,485123.43,Business,628.5,1,61,54.27,2023-12-21,0,High,0.0,Q3,0.0,13.55858823432679,2.06133107197069e-06,7.810249675906654,346431.18160247075,33695.33115972635,0.6272385745828537,10.166666666666666,0.5427000000000001
2184,70.0,Male,East,Secondary,Salaried,860557.16,782575.46,Car,553.7,4,200,67.01,2019-11-11,1,High,0.0,Q3,0.0,13.665336480960997,1.277832044465078e-06,14.142135623730951,382828.7830454693,48858.63379968281,0.9093823122684842,33.333333333333336,0.6701
2185,41.0,Male,West,Post-Graduate,Self-Employed,688805.61,487194.41,Business,697.0,3,471,43.08,2020-03-12,0,High,0.0,Q2,0.0,13.442715828449149,2.052568706607282e-06,21.702534414210707,310828.5120429491,33807.052090026365,0.7073031969063086,78.5,0.43079999999999996
2186,51.0,Other,South,Post-Graduate,Self-Employed,867332.55,10000.0,Car,584.4,10,345,51.07,2019-03-21,1,High,0.0,Q3,0.0,13.673178899194287,9.999999999998999e-05,18.57417562100671,385648.9178630008,1649.456042947427,0.011529603034038096,57.5,0.5107
2187,68.0,Female,South,Primary,Self-Employed,682841.7,389094.75,Other,547.1,10,218,25.77,2019-01-20,1,High,0.0,Q2,0.0,13.434019804561032,2.5700680875288024e-06,14.7648230602334,308309.1156784253,28387.736553965064,0.5698169136419173,36.333333333333336,0.2577
2188,54.0,Male,North,Secondary,Unemployed,761843.89,337245.2,Car,693.7,4,57,52.59,2024-06-10,0,High,0.0,Q3,0.0,13.543498257517916,2.9652015803338257e-06,7.54983443527075,341573.11727428675,25402.018403528993,0.4426696918183593,9.5,0.5259
2189,45.0,Female,North,Graduate,Unemployed,945676.16,98547.67,Car,676.9,4,60,60.05,2018-12-08,0,High,0.0,Q4-High,0.0,13.759656521289726,1.0147373347335252e-05,7.745966692414834,418158.3339641713,9765.048605082025,0.10420868598400534,10.0,0.6004999999999999
2190,59.0,Other,West,Primary,Salaried,1017510.53,10000.0,Education,780.6,12,413,58.38,2024-05-01,0,Very High,1.0,Q4-High,2.0,13.832870527930016,9.999999999998999e-05,20.322401432901575,447814.7775261349,1649.456042947427,0.009827908120027023,68.83333333333333,0.5838
2191,29.0,Male,South,Post-Graduate,Unemployed,471986.91,715413.84,Car,754.4,0,68,56.95,2022-03-11,1,Medium,1.0,Q1-Low,1.0,13.064708649832859,1.3977923602931676e-06,8.246211251235321,218212.8568903928,45568.10326645159,1.5157493244886813,11.333333333333334,0.5695
2192,58.0,Male,West,Secondary,Self-Employed,620998.35,667208.09,Car,658.0,2,65,91.66,2020-10-07,1,High,0.0,Q2,1.0,13.339085314216195,1.4987827860420554e-06,8.06225774829855,282098.25292236026,43163.802497488236,1.0744120173588223,10.833333333333334,0.9166
2193,46.0,Female,East,Primary,Salaried,746960.37,268060.5,Other,534.8,0,286,70.17,2023-02-09,0,High,0.0,Q3,0.0,13.523768749257014,3.7305011368702078e-06,16.911534525287763,335324.01854763564,21251.289527403067,0.3588684363535913,47.666666666666664,0.7017
2194,35.0,Other,North,Primary,Self-Employed,400601.95,713593.22,Education,676.5,12,262,80.34,2020-02-26,1,Medium,0.0,Q1-Low,1.0,12.90072606614081,1.401358605957605e-06,16.186414056238647,187167.18939462228,45477.969032361005,1.7813024125319408,43.666666666666664,0.8034
2195,45.23081736265022,Male,North,Graduate,Salaried,736308.26,847736.09,Home,616.9,4,198,58.78,2021-11-14,1,High,0.0,Q3,0.0,13.509405499673218,1.1796123956454407e-06,14.071247279470288,330846.6535910316,51991.37632210506,1.1513331250691117,33.0,0.5878
2196,30.0,Other,West,Primary,Salaried,734125.4,403651.39,Education,709.8,5,193,53.62,2025-02-13,0,High,1.0,Q3,0.0,13.506436499855184,2.477385250673849e-06,13.892443989449804,329928.62857485283,29209.59857179488,0.5498398366273664,32.166666666666664,0.5362
2197,69.0,Female,West,Primary,Unemployed,764411.2465069363,190730.82,Education,542.1,11,18,26.34,2021-11-15,1,High,0.0,Q3,0.0,13.546862512291264,5.242991143224754e-06,4.242640687119285,342650.26978669746,16312.671349759215,0.24951336191293114,3.0,0.2634
2198,25.0,Male,East,Secondary,Salaried,726223.14,727034.2,Business,621.9,0,173,17.92,2022-05-26,1,High,0.0,Q3,0.0,13.495613978941144,1.3754511135789741e-06,13.152946437965905,326603.7810055188,46142.19950466177,1.0011168192740318,28.833333333333332,0.17920000000000003
2199,45.0,Male,West,Graduate,Salaried,561459.07,355447.54,Education,686.2,7,448,66.71,2018-09-06,0,Medium,0.0,Q2,1.0,13.238295937542041,2.8133546795681783e-06,21.166010488516726,256705.21867097515,26461.11883847348,0.6330782758572232,74.66666666666667,0.6670999999999999
2200,41.0,Other,South,Primary,Unemployed,764073.6959904379,179709.09,Business,587.9,9,414,70.86,2025-08-02,1,High,0.0,Q3,0.0,13.546420832990512,5.5645487938311554e-06,20.346989949375804,342508.66135055514,15575.31992916094,0.23519863455978596,69.0,0.7086
2201,69.0,Female,East,Primary,Salaried,718492.25,579029.78,Education,616.0,11,376,48.35,2023-08-10,1,High,0.0,Q2,0.0,13.484911589885062,1.727026889705048e-06,19.390719429665317,323348.791145875,38662.02869000733,0.8058956516232431,62.666666666666664,0.48350000000000004
2202,55.0,Other,South,Primary,Unemployed,548852.12,327335.03,Home,675.7,4,363,84.23,2022-12-03,0,Medium,0.0,Q2,1.0,13.215586143712587,3.054973981855828e-06,19.05255888325765,251306.85267417724,24820.05736264391,0.5963993179073446,60.5,0.8423
2203,43.0,Other,East,Post-Graduate,Self-Employed,251699.25,721037.87,Home,691.9,9,404,82.14,2022-01-14,0,Low,0.0,Q1-Low,3.0,12.435994174368842,1.3868897066391236e-06,20.09975124224178,121154.4084929392,45846.21234924112,2.864680248351952,67.33333333333333,0.8214
2204,27.0,Female,East,Graduate,Self-Employed,783053.99,10000.0,Education,702.0,7,205,36.07,2023-01-16,0,High,1.0,Q3,0.0,13.570958202391994,9.999999999998999e-05,14.317821063276353,350465.05792917917,1649.456042947427,0.012770511519901712,34.166666666666664,0.3607
2205,50.0,Other,North,Secondary,Unemployed,927887.52,660893.92,Home,733.2,3,156,53.09,2021-01-04,0,High,1.0,Q4-High,0.0,13.740666875241889,1.513102132941393e-06,12.489995996796797,410792.4544319979,42846.057606257156,0.7122565028140481,26.0,0.5309
2206,59.0,Female,South,Post-Graduate,Salaried,1093534.29,635520.33,Car,661.6,5,384,45.43,2022-11-13,0,Very High,0.0,Q4-High,2.0,13.904926391097646,1.5735137851530233e-06,19.595917942265423,479054.97351232835,41562.27976126258,0.5811617759146811,64.0,0.4543
2207,54.0,Female,East,Post-Graduate,Salaried,907735.43,589569.76,Car,796.9,7,457,47.46,2023-02-12,0,High,1.0,Q4-High,0.0,13.718709340114996,1.6961521228632864e-06,21.37755832643195,402436.9660409508,39207.778145507014,0.6494951508062211,76.16666666666667,0.4746
2208,57.0,Other,West,Primary,Unemployed,772770.8740801342,463690.13,Home,645.2,3,259,49.82,2020-01-23,0,High,0.0,Q3,0.0,13.557739166394295,2.1566126499177325e-06,16.09347693943108,346156.00746614655,32532.739083220906,0.6000357228162259,43.166666666666664,0.4982
2209,24.0,Female,South,Graduate,Salaried,1177816.6,260456.92,Car,743.6,6,93,25.93,2018-05-14,0,Very High,1.0,Q4-High,2.0,13.97917379249524,3.839406532181968e-06,9.643650760992955,513526.69489749806,20781.379765123842,0.22113537880175912,15.5,0.2593
2210,35.0,Male,East,Graduate,Self-Employed,966473.54,573671.0,Home,661.3,12,78,28.33,2024-08-11,0,High,0.0,Q4-High,2.0,13.781410234810714,1.7431594066982612e-06,8.831760866327848,426758.81860157836,38383.70843737666,0.5935713459884271,13.0,0.2833
2211,46.0,Female,East,Secondary,Salaried,947927.01,10000.0,Education,745.1,4,367,29.26,2018-01-10,0,High,1.0,Q4-High,0.0,13.762033839535095,9.999999999998999e-05,19.157244060668017,419089.724242975,1649.456042947427,0.010549335438811898,61.166666666666664,0.2926
2212,49.0,Other,South,Post-Graduate,Unemployed,760482.2982713642,62442.46,Home,756.4,9,161,17.68,2023-09-03,0,High,1.0,Q3,0.0,13.541709428929957,1.601474381374443e-05,12.68857754044952,341001.7574569233,6849.72175004524,0.08210902494632236,26.833333333333332,0.17679999999999998
2213,45.89775632929809,Other,North,Primary,Unemployed,831842.14,10000.0,Other,551.1,5,152,55.2,2021-10-27,1,High,0.0,Q3,0.0,13.631399168374797,9.999999999998999e-05,12.328828005937952,370860.71659781085,1649.456042947427,0.012021511677684423,25.333333333333332,0.552
2214,21.0,Male,West,Post-Graduate,Self-Employed,590830.68,10000.0,Car,817.0,2,276,78.18,2021-08-20,0,Medium,1.0,Q2,1.0,13.28928645040892,9.999999999998999e-05,16.61324772583615,269252.4860769781,1649.456042947427,0.01692532283530029,46.0,0.7818
2215,44.0,Female,North,Secondary,Salaried,663188.56,453374.09,Car,752.3,8,331,91.65,2024-02-08,0,High,1.0,Q2,1.0,13.404816140821659,2.2056840522139182e-06,18.193405398660254,299996.77490434353,31968.920149318707,0.6836277302491466,55.166666666666664,0.9165000000000001
2216,67.0,Other,East,Post-Graduate,Self-Employed,642734.01,487394.63,Car,706.1,1,474,50.85,2019-01-17,0,High,1.0,Q2,1.0,13.373487803191459,2.051725518600806e-06,21.77154105707724,291328.6754189911,33817.84752306863,0.7583146720367263,79.0,0.5085000000000001
